userId,itemId,objective1,objective2,reward,timestamp
58,60,1.0,0,0.6000000000000001,1581857177.0
59,61,1.0,0,0.6000000000000001,1581835348.0
40,62,0.09,0,0.10992139737991267,1581761270.0
60,63,1.0,0,0.4285164188683282,1581886009.0
61,64,1.0,0,0.5034703196347032,1581895196.0
62,65,1.0,0,0.5857407407407408,1581760803.0
63,66,1.0,0,0.5306569343065694,1581812435.0
64,67,1.0,0,0.8,1581631715.0
65,68,1.0,0,0.4807256235827665,1581799251.0
66,69,1.0,0,0.6617138204762874,1581896526.0
33,70,1.0,0,0.6790903602334475,1581574999.0
67,71,1.0,0,0.6000000000000001,1581878382.0
68,72,0.0,1,0.6000000000000001,1581696790.0
69,73,0.0,1,0.21953900167913296,1581917122.0
70,74,1.0,0,0.6000000000000001,1581796749.0
71,75,0.86,0,0.1796832530765115,1581156369.0
72,76,0.02,0,0.1049245850506851,1581808730.0
73,77,1.0,0,0.6000000000000001,1581833498.0
74,78,1.0,0,0.6000000000000001,1581872484.0
75,79,0.02,1,0.4557071799915695,1582078262.0
76,80,1.0,0,0.5144198786930151,1580705500.0
60,81,1.0,0,0.4285164188683282,1581987978.0
77,82,1.0,0,0.6000000000000001,1581808806.0
78,83,1.0,0,0.6397034596375618,1581811518.0
79,84,1.0,0,0.4429623213512343,1581854669.0
80,85,1.0,0,0.4665384475813768,1581611960.0
81,86,1.0,0,0.4936372269705603,1581986960.0
82,87,1.0,0,0.6000000000000001,1579703083.0
83,88,1.0,0,0.5843589743589743,1581804964.0
84,89,1.0,0,0.6000000000000001,1581801067.0
85,90,1.0,0,0.7768601798855275,1581896067.0
86,91,1.0,0,0.5010770505385254,1581962731.0
87,92,1.0,0,0.7345794392523364,1581759950.0
88,93,1.0,1,0.8,1581842127.0
55,94,1.0,0,0.4995356690586746,1581842171.0
89,95,1.0,0,0.5077551020408164,1582126591.0
90,96,1.0,0,0.5444660194174757,1581876520.0
91,97,0.28,0,0.456,1581928274.0
92,98,1.0,0,0.5305067218200621,1581817205.0
93,99,1.0,0,0.4404921700223714,1581831743.0
94,100,1.0,0,0.5270833333333333,1581780886.0
95,101,1.0,0,0.4967812329514457,1581864932.0
96,102,0.35,0,0.5390655209452202,1582064116.0
97,103,1.0,0,0.6000000000000001,1581771213.0
98,104,1.0,0,0.4044923789999109,1581750940.0
99,105,1.0,0,0.4542050142811806,1581877452.0
100,106,1.0,0,0.5374855824682815,1581806537.0
101,107,1.0,0,0.6000000000000001,1581835882.0
102,108,1.0,0,0.8,1581937183.0
37,109,1.0,0,0.4061077336349497,1581839019.0
103,110,1.0,1,1.0,1582046635.0
104,111,1.0,0,0.5325355272999253,1582063020.0
105,112,1.0,0,0.5056775170325511,1581981430.0
106,113,0.01,0,0.2421688781664656,1582003900.0
19,114,0.0,0,0.4,1581905747.0
107,115,1.0,0,0.447907949790795,1582000214.0
108,116,1.0,0,0.5552407932011332,1581798296.0
109,117,1.0,0,0.48416,1581830858.0
110,118,1.0,0,0.6611488014473089,1581938266.0
111,119,0.04,0,0.21044583426401609,1580928194.0
112,120,1.0,0,0.5319205298013245,1581891935.0
113,121,1.0,1,0.9276309466602596,1581799123.0
114,122,1.0,0,0.5247535596933188,1581774805.0
115,123,0.0,0,0.00904385725960229,1581748353.0
45,124,1.0,0,0.8,1581780565.0
116,125,1.0,0,0.6000000000000001,1582005172.0
117,126,1.0,0,0.5300653594771242,1581526240.0
118,127,1.0,0,0.6000000000000001,1581958456.0
2,128,1.0,0,0.6157682177348551,1581913286.0
119,129,0.0,0,0.02469690166142793,1581636786.0
120,130,1.0,0,0.4471521268925739,1581766799.0
121,131,1.0,0,0.6000000000000001,1581808825.0
122,132,1.0,0,0.7150050352467272,1581890555.0
8,133,1.0,0,0.6000000000000001,1580142258.0
123,71,1.0,0,0.4867852604828463,1581991552.0
124,134,0.0,0,0.204612398675648,1581984393.0
125,135,1.0,1,0.8,1581878778.0
126,136,1.0,0,0.5367564182842831,1581902217.0
122,137,1.0,0,0.6000000000000001,1582062365.0
127,138,1.0,0,0.4124380974317632,1581746456.0
128,139,1.0,0,0.6000000000000001,1581841475.0
129,140,0.99,0,0.5980000000000001,1581900402.0
130,141,1.0,0,0.7495268138801263,1581780645.0
131,142,1.0,0,0.6000000000000001,1581755417.0
132,143,0.0,0,0.3665573770491803,1581844952.0
133,144,1.0,0,0.4027268086128713,1581693431.0
134,145,1.0,0,0.5219512195121951,1581833391.0
135,146,0.0,0,0.345326278659612,1581880252.0
136,147,0.01,1,0.32842503097893433,1581877174.0
77,148,1.0,0,0.6000000000000001,1581792231.0
137,149,1.0,1,1.0,1581774552.0
138,150,1.0,1,1.0,1580593911.0
139,151,0.79,0,0.5579999999999999,1581852913.0
140,152,0.0,0,0.4,1581908468.0
141,153,0.08,0,0.2510267379679145,1581746803.0
142,154,1.0,0,0.4888616891064872,1581983147.0
143,155,1.0,0,0.5581439393939394,1581952831.0
111,156,0.01,0,0.20444583426401608,1580875053.0
144,157,1.0,0,0.6000000000000001,1581866452.0
145,158,1.0,0,0.6000000000000001,1581834048.0
146,159,0.09,0,0.1977658862876254,1581886428.0
147,160,0.09,0,0.16781773997569865,1581779923.0
148,161,1.0,0,0.6000000000000001,1581762327.0
149,162,1.0,0,0.567400162999185,1581938908.0
150,163,0.01,0,0.20199999999999999,1581966925.0
151,164,1.0,0,0.6000000000000001,1582167599.0
152,165,0.2,0,0.2432924788566777,1581908316.0
153,166,0.0,0,0.1,1581771735.0
154,167,1.0,0,0.6000000000000001,1581764723.0
155,168,1.0,0,0.4826327433628319,1581743755.0
156,169,1.0,0,0.7780814118986621,1581576255.0
157,170,0.06,0,0.2304797206553855,1581801005.0
96,171,0.0,0,0.0690655209452202,1582107566.0
158,172,1.0,0,0.6982935153583618,1581760891.0
159,173,1.0,0,0.5273716012084593,1581819225.0
139,174,0.01,0,0.08017073170731709,1581973340.0
160,175,1.0,0,0.5763440860215054,1581766608.0
161,176,0.99,0,0.5059194630872483,1581896056.0
162,177,1.0,0,0.523563696919234,1581859575.0
111,178,0.01,0,0.0044458342640160825,1579906891.0
163,179,1.0,0,0.8,1581591541.0
68,180,0.0,0,0.017692591227423515,1581891740.0
164,181,1.0,0,0.6000000000000001,1581902374.0
165,182,1.0,0,0.487962962962963,1581926551.0
166,183,0.0,0,0.003097663498314841,1581395211.0
40,184,0.07,0,0.214,1581937846.0
167,185,1.0,0,0.6000000000000001,1581464249.0
9,186,0.0,1,0.6000000000000001,1580929186.0
168,187,1.0,0,0.5529863013698629,1582013924.0
169,188,1.0,0,0.5229018492176387,1581818052.0
164,189,1.0,0,0.4432917705735661,1581785974.0
170,190,1.0,0,0.4829123328380387,1581819194.0
171,191,0.01,0,0.019633042096902302,1582048480.0
126,192,1.0,0,0.5367564182842831,1582035838.0
172,193,1.0,0,0.6000000000000001,1581967001.0
173,194,0.0,0,0.36161137440758295,1581208508.0
174,195,1.0,0,0.5843700159489633,1581886424.0
175,196,0.0,0,0.1416058394160584,1581962966.0
176,197,1.0,0,0.6000000000000001,1581787911.0
177,198,1.0,0,0.6000000000000001,1581884896.0
178,199,1.0,0,0.7248842439476122,1581009609.0
147,200,0.06,0,0.16181773997569868,1581792845.0
179,201,1.0,0,0.6000000000000001,1581856447.0
180,202,1.0,0,0.6000000000000001,1581989733.0
181,203,1.0,0,0.6000000000000001,1581815633.0
182,204,1.0,0,0.6000000000000001,1581818023.0
183,205,0.01,1,0.402,1581990488.0
176,206,0.0,0,0.10479573712255773,1581829853.0
184,207,1.0,0,0.4772904906643509,1581815578.0
185,208,0.96,0,0.4581674008810573,1581788156.0
186,209,0.71,0,0.3621101928374656,1581747364.0
51,210,0.53,0,0.506,1581817322.0
187,211,1.0,0,0.6000000000000001,1581920668.0
188,212,1.0,0,0.6077967027962474,1581858742.0
125,213,1.0,1,0.8,1581864646.0
189,214,0.02,0,0.03479060076397732,1581872960.0
190,215,1.0,0,0.6000000000000001,1581856735.0
191,216,1.0,0,0.4174885385217489,1581385222.0
192,217,1.0,0,0.4682308180088777,1581836187.0
193,218,1.0,0,0.5579264617239301,1581788419.0
30,219,1.0,0,0.6000000000000001,1581769242.0
194,220,1.0,0,0.5675374080649251,1581872508.0
76,221,1.0,0,0.419956955585991,1580682497.0
138,222,0.99,0,0.42931301939058175,1580869343.0
158,223,0.0,0,0.2982935153583618,1581830751.0
83,88,1.0,0,0.5843589743589743,1581788723.0
195,224,1.0,0,0.5884479092841957,1581992375.0
1,225,1.0,0,0.5739007092198583,1582072017.0
196,226,1.0,0,0.6000000000000001,1581827265.0
197,227,1.0,0,0.4671084337349398,1581931214.0
161,228,1.0,0,0.5079194630872483,1581971110.0
186,229,0.01,1,0.6020000000000001,1581758932.0
198,230,1.0,0,0.6000000000000001,1581814353.0
199,231,1.0,0,0.6000000000000001,1581884508.0
200,232,0.69,0,0.5599236279207627,1581419794.0
115,233,0.02,1,0.40399999999999997,1581852069.0
201,234,1.0,0,0.5412894375857339,1581960903.0
120,235,1.0,0,0.6000000000000001,1581812285.0
202,236,0.0,1,0.6000000000000001,1581835847.0
203,237,0.01,0,0.30621500386697603,1580669274.0
204,238,0.0,0,0.2,1581388369.0
205,239,1.0,0,0.7184815950920247,1581700621.0
206,240,1.0,0,0.6000000000000001,1581777774.0
172,241,1.0,0,0.6000000000000001,1581948941.0
207,242,1.0,0,0.6000000000000001,1581919888.0
208,243,1.0,0,0.5925657298277426,1581728222.0
209,244,1.0,0,0.6151310367562222,1581162472.0
155,245,1.0,0,0.6000000000000001,1581860422.0
167,246,1.0,0,0.4779949874686717,1581269675.0
210,247,1.0,0,0.6150415973377704,1581874214.0
117,248,1.0,0,0.6000000000000001,1581817356.0
211,249,1.0,1,1.0,1581892097.0
212,250,1.0,0,0.4685273159144894,1581954557.0
213,251,1.0,0,0.6000000000000001,1582037854.0
20,252,1.0,0,0.6000000000000001,1581770424.0
214,253,1.0,0,0.40374134710471377,1579191722.0
215,254,0.01,0,0.14741751527494906,1580802341.0
203,255,0.0,0,0.047370456303170924,1581201535.0
216,256,1.0,0,0.4154114475979071,1582041332.0
217,257,1.0,0,0.6000000000000001,1581787131.0
218,258,1.0,0,0.4084724209187729,1581788489.0
219,259,0.78,1,0.4039236577181208,1581832959.0
220,260,1.0,0,0.582904961147639,1581885130.0
180,261,1.0,0,0.6000000000000001,1581980542.0
221,262,1.0,0,0.643206256109482,1581835976.0
222,263,0.0,0,0.03682487725040917,1581863743.0
223,264,1.0,0,0.5575436739015353,1581875669.0
224,265,1.0,0,0.5385500575373994,1581966071.0
225,266,0.0,0,0.4,1581748644.0
25,267,1.0,0,0.6000000000000001,1581757670.0
226,268,1.0,0,0.4111139829413285,1581786545.0
73,269,1.0,0,0.6000000000000001,1581970589.0
227,67,1.0,1,0.7508582999677851,1581986487.0
105,270,1.0,0,0.6000000000000001,1581826108.0
228,271,1.0,1,0.8,1581875295.0
229,272,1.0,0,0.4073392954612252,1581998764.0
230,273,1.0,0,0.6000000000000001,1581915543.0
49,274,0.99,0,0.5980000000000001,1581837166.0
231,275,1.0,0,0.6000000000000001,1580226692.0
232,276,1.0,0,0.4935297885970532,1581883952.0
181,277,1.0,0,0.484749938408475,1581845594.0
233,278,1.0,1,1.0,1581784488.0
234,15,1.0,0,0.8,1581838446.0
235,279,1.0,0,0.4039562057226976,1581801255.0
167,280,0.1,0,0.09799498746867168,1581886390.0
236,281,1.0,0,0.42658991228070176,1581797637.0
135,282,1.0,0,0.7453262786596121,1581773754.0
237,283,0.02,0,0.21256348102523348,1582047060.0
182,284,1.0,0,0.5822784810126582,1581841513.0
238,285,1.0,0,0.4866099321340085,1581832761.0
239,286,1.0,0,0.5055790688726434,1581797732.0
31,287,1.0,0,0.4099501992031873,1581769000.0
82,288,1.0,0,0.6000000000000001,1579928960.0
224,289,1.0,0,0.5385500575373994,1581997238.0
240,290,1.0,0,0.6000000000000001,1581774819.0
5,291,1.0,0,0.43598560575769696,1581763966.0
241,292,1.0,0,0.5486333161423415,1581824949.0
239,293,0.95,0,0.5900000000000001,1581962072.0
73,294,1.0,0,0.6000000000000001,1581837484.0
242,295,0.01,0,0.007420531917237733,1580683836.0
127,296,1.0,0,0.4124380974317632,1581987059.0
243,297,0.03,0,0.2826018035121025,1581875557.0
226,298,1.0,0,0.4111139829413285,1581786974.0
159,299,1.0,0,0.6000000000000001,1581757966.0
244,300,1.0,0,0.44592145015105744,1581779903.0
245,301,1.0,0,0.5261764705882354,1581806585.0
246,302,1.0,0,0.5236858379715523,1582144918.0
222,303,0.02,0,0.2224124386252046,1581845366.0
247,304,1.0,0,0.5923627684964201,1581823141.0
248,305,1.0,0,0.4058985301090565,1581532039.0
20,306,1.0,0,0.6000000000000001,1581898446.0
249,307,0.92,0,0.6184380579674698,1581731264.0
250,308,1.0,0,0.6000000000000001,1581821540.0
199,309,1.0,0,0.5598864711447493,1581903658.0
243,310,1.0,0,0.8,1581390161.0
161,311,1.0,0,0.6000000000000001,1581780566.0
215,312,0.01,0,0.32318126272912423,1581667603.0
251,313,1.0,0,0.471466585569832,1579331609.0
252,314,1.0,0,0.7783664459161148,1581881948.0
253,315,1.0,0,0.4405095541401273,1581760888.0
73,316,1.0,0,0.6000000000000001,1581857667.0
254,317,1.0,0,0.6000000000000001,1581892771.0
255,318,1.0,0,0.4439166262724189,1581789546.0
256,319,1.0,0,0.6000000000000001,1582036663.0
257,320,1.0,0,0.6000000000000001,1581790314.0
258,321,0.03,1,0.6060000000000001,1582003906.0
204,322,0.24,0,0.3154001158077591,1581200480.0
22,323,1.0,0,0.8,1581839353.0
206,324,1.0,0,0.6000000000000001,1581841776.0
163,325,0.99,0,0.5980000000000001,1580735949.0
259,326,1.0,0,0.4934537246049662,1581881622.0
260,327,1.0,0,0.6000000000000001,1581857326.0
261,328,1.0,0,0.4574687343671836,1581600280.0
262,329,1.0,0,0.8,1581626499.0
263,330,1.0,1,0.8,1581796843.0
148,331,1.0,0,0.6000000000000001,1581789465.0
10,332,1.0,0,0.6000000000000001,1582076540.0
264,333,1.0,0,0.8,1579137203.0
265,334,1.0,0,0.6000000000000001,1582029435.0
266,335,1.0,0,0.4036633957775796,1581817104.0
267,336,1.0,0,0.7669745958429561,1581800449.0
268,337,1.0,0,0.4444991789819376,1582071149.0
269,338,1.0,0,0.4089724417859432,1581981189.0
99,339,1.0,0,0.5084100285623612,1581914100.0
270,340,1.0,0,0.8,1580893433.0
91,341,1.0,0,0.6000000000000001,1581863552.0
131,182,1.0,0,0.7090113735783028,1581891883.0
271,342,1.0,0,0.6000000000000001,1581904864.0
272,343,1.0,0,0.5408195848855775,1581832658.0
273,344,1.0,0,0.5081447963800905,1581753198.0
274,345,1.0,0,0.6000000000000001,1582084974.0
167,346,1.0,0,0.6389974937343359,1581794294.0
275,347,1.0,0,0.6575452716297787,1581839901.0
276,348,1.0,0,0.5341463414634147,1581816543.0
277,349,0.0,1,0.4,1581853792.0
236,350,0.0,0,0.2106359649122807,1581749725.0
278,351,1.0,0,0.6186233052879376,1581355297.0
279,352,1.0,0,0.518491921005386,1581754366.0
280,353,1.0,0,0.6000000000000001,1581974230.0
275,354,0.86,0,0.5720000000000001,1581792905.0
281,355,1.0,0,0.6000000000000001,1582006745.0
282,356,1.0,0,0.5937360178970917,1582044699.0
283,357,1.0,0,0.6000000000000001,1581507554.0
207,242,1.0,0,0.6000000000000001,1582168623.0
105,358,1.0,0,0.5056775170325511,1581806558.0
8,359,1.0,0,0.6000000000000001,1580702936.0
284,360,1.0,0,0.5162694300518135,1581947829.0
269,361,0.01,1,0.402,1581792171.0
285,362,1.0,0,0.4101217741034521,1582075157.0
286,363,1.0,0,0.6000000000000001,1581874502.0
287,364,0.0,1,0.6000000000000001,1581915286.0
288,365,0.77,0,0.7417205363443895,1582114432.0
188,366,0.01,0,0.2097967027962474,1581822256.0
289,367,1.0,0,0.5117546848381602,1581873232.0
290,368,1.0,0,0.4289095519864751,1582066702.0
165,369,1.0,0,0.487962962962963,1582006491.0
291,370,1.0,0,0.5418415417558887,1581897713.0
292,371,1.0,0,0.41571546732837056,1581884678.0
293,372,0.0,0,0.011211924821775762,1581781897.0
294,373,0.0,0,0.2108019150209456,1582084792.0
295,374,1.0,0,0.4900990099009901,1581161026.0
296,375,1.0,0,0.8,1581749532.0
195,376,0.0,0,0.18844790928419566,1581934523.0
297,377,0.87,0,0.5740000000000001,1581987388.0
298,378,0.82,0,0.753498432601881,1581822567.0
299,379,1.0,0,0.5960072595281307,1581751693.0
300,380,1.0,0,0.43317483540599855,1582063450.0
301,381,0.74,0,0.17375911326204044,1581721089.0
302,382,1.0,0,0.5628432956381261,1582012553.0
303,383,0.01,0,0.20199999999999999,1579840953.0
304,384,0.0,0,0.3243066884176183,1581799006.0
305,385,1.0,0,0.6000000000000001,1581953087.0
306,386,1.0,0,0.6000000000000001,1582036372.0
165,387,1.0,0,0.487962962962963,1581826343.0
307,388,0.0,0,0.2735982176011883,1581945983.0
308,389,0.0,0,0.1238095238095238,1582074188.0
61,390,1.0,0,0.6000000000000001,1581873562.0
309,391,1.0,0,0.6000000000000001,1581904185.0
310,392,1.0,0,0.4789565217391305,1581768519.0
311,393,1.0,0,0.607826320021442,1581961739.0
312,394,0.0,1,0.4,1581562296.0
254,395,1.0,0,0.8,1581943176.0
313,396,1.0,0,0.4638031217956022,1581782101.0
314,397,1.0,0,0.5305793450881613,1581761600.0
315,398,1.0,0,0.6000000000000001,1581866044.0
167,399,1.0,0,0.7169924812030075,1581262853.0
316,400,0.0,0,0.4,1581807689.0
317,401,0.03,0,0.15535100800883736,1576852866.0
153,402,0.0,0,0.1,1581954596.0
93,403,0.02,0,0.044492170022371366,1581742249.0
70,404,1.0,0,0.6000000000000001,1581985588.0
83,88,1.0,0,0.5843589743589743,1581869522.0
318,405,1.0,0,0.6000000000000001,1582014825.0
305,406,1.0,0,0.4870264064293916,1581831949.0
159,407,1.0,0,0.6000000000000001,1581910408.0
319,408,1.0,0,0.4081017558412831,1581968275.0
91,409,1.0,0,0.5252927400468385,1581934516.0
320,410,0.99,0,0.4740907504363002,1581893745.0
179,411,1.0,0,0.5560044893378226,1581755680.0
208,412,0.01,0,0.2982828649138713,1582109330.0
321,413,1.0,0,0.4042761497091428,1581598778.0
79,414,1.0,0,0.4859246427024686,1581840377.0
322,415,0.01,0,0.21876419965576605,1581834056.0
235,416,1.0,1,1.0,1581858845.0
323,417,1.0,0,0.5226027397260274,1581828175.0
252,418,1.0,0,0.6000000000000001,1581954605.0
324,419,0.01,0,0.004192948064507698,1581559429.0
325,420,1.0,0,0.5859526699029126,1581815168.0
326,421,1.0,0,0.6000000000000001,1581916163.0
327,422,1.0,0,0.4305127136306793,1579362167.0
219,423,0.59,0,0.11959745525727067,1581424739.0
270,424,0.48,0,0.3134212034383954,1580902953.0
328,425,0.01,0,0.006042059265328418,1581985866.0
329,426,1.0,0,0.5402616279069767,1581795429.0
330,427,1.0,1,0.8,1581860754.0
331,428,1.0,0,0.5530201342281881,1581821717.0
229,429,1.0,1,1.0,1580952216.0
332,430,1.0,1,0.907439593415552,1581904798.0
333,431,1.0,1,0.6236008808565572,1581948768.0
111,432,1.0,1,1.0,1580262068.0
334,433,0.18,1,0.6360000000000001,1582065656.0
335,434,1.0,0,0.5768492377188029,1581847472.0
336,435,1.0,0,0.6000000000000001,1581853163.0
337,436,1.0,0,0.5327868852459017,1581986570.0
338,437,1.0,0,0.4042833922937184,1581981092.0
253,438,1.0,0,0.5215286624203822,1581785149.0
339,439,1.0,0,0.5621509824198553,1581891338.0
138,440,1.0,0,0.40347922437673134,1581361071.0
227,441,1.0,0,0.4034285977265406,1581898613.0
340,442,0.04,0,0.4974890286941845,1581914863.0
341,443,1.0,0,0.4051758536168272,1581861189.0
342,444,1.0,0,0.4401043607901603,1581872546.0
66,445,0.01,0,0.21742845511907186,1581910732.0
18,446,1.0,0,0.6538011695906434,1580256280.0
343,447,1.0,0,0.8,1581895108.0
344,448,1.0,0,0.6000000000000001,1581909991.0
345,449,0.0,0,0.4,1581765240.0
195,450,0.0,0,0.18844790928419566,1581888492.0
100,451,1.0,0,0.5374855824682815,1581896351.0
346,452,1.0,0,0.4213835545339957,1581848413.0
347,453,1.0,0,0.4930792377131394,1581787523.0
331,454,1.0,0,0.5530201342281881,1581746370.0
348,455,1.0,0,0.8,1581841614.0
349,456,1.0,0,0.43448514167242575,1581787839.0
253,457,1.0,0,0.4405095541401273,1581756569.0
350,458,0.0,1,0.39097076807102776,1581865222.0
351,459,1.0,0,0.6000000000000001,1581793699.0
352,460,1.0,0,0.6000000000000001,1581979626.0
353,461,1.0,0,0.5352589641434263,1581962368.0
354,462,1.0,0,0.6000000000000001,1581962613.0
104,463,0.98,0,0.5960000000000001,1581928551.0
355,464,1.0,0,0.5092927631578947,1581769439.0
356,320,1.0,0,0.6000000000000001,1581886927.0
269,465,0.0,0,0.22243110446485795,1581863072.0
357,466,0.01,1,0.4361826734613877,1581916180.0
358,467,0.0,1,0.4,1582009704.0
116,468,1.0,0,0.6000000000000001,1581917648.0
359,469,1.0,0,0.6000000000000001,1582137719.0
360,470,1.0,0,0.6000000000000001,1582118267.0
278,471,1.0,0,0.6310388421465627,1581309459.0
361,472,1.0,0,0.5466963622865628,1581879563.0
112,473,0.05,0,0.07596026490066228,1581439623.0
362,474,1.0,0,0.402524021224724,1581812982.0
363,475,1.0,0,0.5866666666666667,1581956274.0
364,476,1.0,0,0.6163950364589996,1581862125.0
365,477,1.0,0,0.4456324733784132,1581847438.0
366,478,1.0,0,0.6000000000000001,1581782898.0
367,479,0.17,0,0.23399999999999999,1581772148.0
167,480,0.01,0,0.402,1581247944.0
368,481,1.0,0,0.6000000000000001,1581794780.0
26,482,1.0,0,0.41316175835564384,1581800087.0
207,242,1.0,0,0.6000000000000001,1582116135.0
207,242,1.0,0,0.6000000000000001,1581881567.0
369,483,1.0,0,0.6000000000000001,1581872093.0
7,484,1.0,0,0.5730171708912509,1582020393.0
370,485,1.0,0,0.4883116883116884,1581821626.0
315,486,1.0,0,0.6000000000000001,1582066307.0
88,487,1.0,0,0.40389246891883096,1581970130.0
348,488,1.0,0,0.8,1581926438.0
32,489,1.0,0,0.6000000000000001,1581932471.0
370,490,1.0,0,0.4883116883116884,1581786762.0
264,491,1.0,0,0.8,1579706373.0
64,492,0.07,0,0.2410177447052089,1581975841.0
371,493,1.0,0,0.4396621373485127,1581919949.0
372,494,1.0,0,0.6171887813678858,1581620118.0
373,495,1.0,0,0.6282929206774706,1581637214.0
154,496,1.0,0,0.6000000000000001,1581906718.0
374,497,1.0,0,0.6000000000000001,1581782163.0
128,498,1.0,0,0.6000000000000001,1581752374.0
200,499,0.68,0,0.373583362149879,1579256505.0
231,500,1.0,0,0.6000000000000001,1581778890.0
369,501,1.0,0,0.4930102516309413,1581857763.0
375,502,1.0,0,0.4849582172701951,1581990744.0
277,503,0.0,1,0.6000000000000001,1581763252.0
310,504,1.0,0,0.6000000000000001,1581934049.0
328,505,0.0,0,0.0010105148163321042,1581995540.0
376,506,1.0,0,0.6000000000000001,1581763881.0
377,507,1.0,0,0.4144585052086975,1581122851.0
378,508,1.0,0,0.4894020618556702,1581899522.0
197,509,1.0,0,0.6000000000000001,1581755218.0
379,510,0.0,0,0.2,1581987556.0
380,448,1.0,0,0.4250099986668444,1581825078.0
381,511,0.8,0,0.6638147138964579,1581879807.0
319,512,1.0,0,0.4081017558412831,1581801697.0
382,513,1.0,0,0.432091951406868,1579301364.0
205,514,0.01,0,0.2256963190184049,1580342275.0
246,515,1.0,0,0.5236858379715523,1581795800.0
25,516,1.0,0,0.6000000000000001,1581766461.0
207,242,1.0,0,0.6000000000000001,1581922498.0
116,517,1.0,0,0.6000000000000001,1581962900.0
312,518,0.01,1,0.31044548468890193,1581701946.0
104,519,1.0,0,0.5325355272999253,1581753197.0
383,520,1.0,0,0.42031860535016535,1581778395.0
129,521,1.0,0,0.5185059422750424,1581744539.0
384,522,1.0,0,0.6000000000000001,1581945239.0
351,523,1.0,0,0.6000000000000001,1581792826.0
375,524,1.0,0,0.6000000000000001,1581797267.0
95,525,1.0,0,0.4967812329514457,1581885469.0
385,526,1.0,0,0.6000000000000001,1581962756.0
386,527,1.0,0,0.4247342995169082,1581804105.0
387,528,1.0,0,0.5693617021276596,1581893281.0
25,529,1.0,0,0.6000000000000001,1581808389.0
181,530,1.0,0,0.4211874846021187,1581951207.0
388,531,0.0,0,0.4,1581863315.0
49,532,1.0,0,0.6000000000000001,1581751775.0
389,533,0.0,0,0.2214983713355049,1581097713.0
390,534,1.0,0,0.6000000000000001,1581997375.0
391,535,1.0,1,0.8,1581791699.0
